event0  attr2,event0  attr1,probability
15,22,0.0005910800644818933
15,23,0.001182160128963342
15,24,0.00085975282106437
15,25,0.000644814615798389
15,26,0.03745298226759775
15,27,0.03369156367544305
15,28,0.027780763030628573
15,29,0.03057495969908634
15,30,0.03170338527673274
15,31,0.036754433100483305
15,32,0.036539494895217316
15,33,0.0372380440623318
15,34,0.03224073078989769
15,35,0.029876410531971872
15,36,0.03954862976894106
15,37,0.03444384739387401
15,38,0.028049435787211054
15,39,0.03750671681891422
15,40,0.039494895217624594
15,41,0.029285330467490468
15,42,0.03756045137023073
15,43,0.03487372380440597
15,44,0.03293927995701214
15,45,0.030897367006985317
15,46,0.03809779688339572
15,47,0.04255776464266481
15,48,0.038796346050510085
15,49,0.0286405158516925
16,-1,0.0
16,4,0.012893483563712593
16,5,0.013474271111627505
16,6,0.013532349866419022
16,7,0.014984318736206405
16,8,0.013706586130793532
16,9,0.009699152050180296
16,10,0.012777326054129588
16,11,0.01794633523057272
16,12,0.012428853525380607
16,13,0.012370774770589132
16,14,0.014752003717040432
16,15,0.013416192356836018
16,16,0.012196538506214643
16,17,0.01097688465559319
16,18,0.0013938901149963506
16,19,0.00034847252874942
16,20,0.0015100476245793434
16,21,0.0011034963410388682
16,22,0.0026135439656177714
16,23,0.0026135439656177688
16,24,0.0010454175862473739
16,25,0.0015100476245793423
16,26,0.0004646300383324119
16,27,0.0008131025670813886
16,28,0.0012777326054133585
16,29,0.03635730049947698
16,30,0.03705424555697495
16,31,0.035486119177604546
16,32,0.03798350563363884
16,33,0.037518875595306894
16,34,0.03333720525031919
16,35,0.02909745615053996
16,36,0.03368567777906817
16,37,0.03374375653385965
16,38,0.03769311185968138
16,39,0.04117783714717111
16,40,0.03577651295156203
16,41,0.03293065396677871
16,42,0.048960390289231666
16,43,0.041874782204669114
16,44,0.043500987338830996
16,45,0.04309443605529055
16,46,0.033221047740736205
16,47,0.03960971076780077
16,48,0.04413985364153742
16,49,0.0439075386223715
17,-1,0.0
17,4,0.018832056080318474
17,5,0.01247549456424899
17,6,0.017822135091784066
17,7,0.009445731598645793
17,8,0.012000237628468087
17,9,0.009920988534426656
17,10,0.012534901681221615
17,11,0.007782332323412629
17,12,0.009505138715618387
17,13,0.01419830095645475
17,14,0.015505257529852224
17,15,0.015624071763797442
17,16,0.015921107348660493
17,17,0.01378245113764646
17,18,0.011822016277550227
17,19,0.0
17,20,0.00047525693578134116
17,21,0.001663399275233581
17,22,0.0006534782866991769
17,23,0.0026139131467953778
17,24,0.0021386562110144824
17,25,0.0003564427018361166
17,26,0.0005940711697265639
17,27,0.001663399275233581
17,28,0.0009505138715622379
17,29,0.0015445850412883553
17,30,0.00047525693578134116
17,31,0.00023762846789089287
17,32,0.0015445850412883553
17,33,0.04972375690607679
17,34,0.04223846016752766
17,35,0.050139606724885065
17,36,0.04924849997029589
17,37,0.045743480068911734
17,38,0.04289193845422639
17,39,0.04693162240836397
17,40,0.05150597041525514
17,41,0.04889205726846023
17,42,0.04847620744965194
17,43,0.046159329887720035
17,44,0.04402067367670602
17,45,0.04093150359413018
17,46,0.040634468009267136
17,47,0.046396958355610515
17,48,0.04972375690607676
17,49,0.04425830214459644
18,-1,0.0
18,4,0.01512848853274398
18,5,0.019066040342636127
18,6,0.01602652666482464
18,7,0.013539651837524364
18,8,0.014714009394860611
18,9,0.013470571981210424
18,10,0.018237082066869362
18,11,0.016717325227963622
18,12,0.018444321635811053
18,13,0.016717325227963622
18,14,0.01409229068803554
18,15,0.008773141751865407
18,16,0.012917933130699246
18,17,0.015819287095882952
18,18,0.015681127383255153
18,19,0.0010361978447089042
18,20,0.0023487151146729533
18,21,0.0009671179883950088
18,22,0.00027631942525603494
18,23,0.0006217187068255213
18,24,0.001588836695220087
18,25,0.0006217187068255213
18,26,0.0005526388505116243
18,27,0.0017269964078478776
18,28,0.001588836695220086
18,29,0.0008289582757672119
18,30,0.0019342359767895753
18,31,0.0017960762641617749
18,32,0.0013125172699644935
18,33,0.0007598784194533162
18,34,0.0012434374136505973
18,35,0.0006907985631394181
18,36,0.0011052777010228034
18,37,0.0648659850787501
18,38,0.05353688864327097
18,39,0.06155015197568303
18,40,0.05657640232108244
18,41,0.05864879801049938
18,42,0.06673114119922542
18,43,0.05526388505111841
18,44,0.050635534678087235
18,45,0.055954683614257414
18,46,0.06092843326885799
18,47,0.05913235700469669
18,48,0.05415860735009605
18,49,0.051671732522795714
19,-1,0.0
19,4,0.017999831777273188
19,5,0.02144839767852636
19,6,0.020523172680629167
19,7,0.013457818151232401
19,8,0.015981159054588398
19,9,0.0135419295146776
19,10,0.018336277231053976
19,11,0.02094372949785517
19,12,0.020439061317183975
19,13,0.023382959037765955
19,14,0.0163176045083692
19,15,0.021196063588190768
19,16,0.020354949953738766
19,17,0.01202792497266402
19,18,0.015476490873917198
19,19,0.01858861132138957
19,20,0.0007570022710072413
19,21,0.0011775590882332407
19,22,0.0022710068130208398
19,23,0.0007570022710072408
19,24,0.002523340903356432
19,25,0.00269156363024683
19,26,0.002775674993692036
19,27,0.0020186727226852324
19,28,0.0018504499957948356
19,29,0.0027756749936920346
19,30,0.0016822272689044381
19,31,0.0004205568172264416
19,32,0.0018504499957948356
19,33,0.003196231810918035
19,34,0.0031121204474728395
19,35,0.00269156363024683
19,36,0.0030280090840276307
19,37,0.002355118176466033
19,38,0.0005887795441168413
19,39,0.0031962318109180336
19,40,0.0018504499957948367
19,41,0.07822356800403617
19,42,0.06325174531079064
19,43,0.07721423164269378
19,44,0.07401799983177618
19,45,0.07704600891580338
19,46,0.07435444528555699
19,47,0.08125157708806334
19,48,0.07729834300613896
19,49,0.0637564134914618
20,-1,0.0
20,4,0.021511696250146935
20,5,0.031268367226989335
20,6,0.021394145997413915
20,7,0.026331256612201617
20,8,0.023274950041142554
20,9,0.022216997766545184
20,10,0.018808040437287017
20,11,0.025743505348536422
20,12,0.02303984953567648
20,13,0.028564711414129404
20,14,0.03056306571059109
20,15,0.025155754084871196
20,16,0.03232631950158672
20,17,0.024332902315739913
20,18,0.02691900787586683
20,19,0.02104149523921477
20,20,0.003291407076525587
20,21,0.0027036558128603868
20,22,0.001763253790996061
20,23,0.0018808040437290996
20,24,0.003056306571059515
20,25,0.0024685553073943017
20,26,0.0007053015163986914
20,27,0.001998354296462138
20,28,0.003996708592923834
20,29,0.0
20,30,0.004349359351122968
20,31,0.0049371106147881715
20,32,0.00047020101093260807
20,33,0.0034089573292586336
20,34,0.0021159045491951794
20,35,0.0030563065710595134
20,36,0.004231809098389913
20,37,0.0032914070765255854
20,38,0.0010579522745978135
20,39,0.0029387563183264683
20,40,0.0022334548019282184
20,41,0.0003526507581995669
20,42,0.0007053015163986914
20,43,0.001057952274597813
20,44,0.0023510050546612614
20,45,0.12566122017162137
20,46,0.09262959915363674
20,47,0.11226049136005459
20,48,0.10603032796520341
20,49,0.10250382038321215
21,-1,0.0
21,4,0.053342336259283564
21,5,0.052667116812963516
21,6,0.04839072698626993
21,7,0.05626828719333709
21,8,0.060319603871257337
21,9,0.04321404456448299
21,10,0.049291019581363366
21,11,0.04974116587891004
21,12,0.05716857978843046
21,13,0.05041638532523008
21,14,0.0499662390276834
21,15,0.03398604546477578
21,16,0.04321404456448301
21,17,0.05446770200315028
21,18,0.049516092730136664
21,19,0.06121989646635067
21,20,0.05716857978843046
21,21,0.005626828719334102
21,22,0.0020256583389605637
21,23,0.0031510240828272955
21,24,0.008552779653387622
21,25,0.008327706504614256
21,26,0.004726536124240723
21,27,0.0018005851901872175
21,28,0.00225073148773391
21,29,0.002025658338960562
21,30,0.006076975016880821
21,31,0.003826243529147342
21,32,0.003376097231600641
21,33,0.008327706504614259
21,34,0.0015755120414138713
21,35,0.004726536124240721
21,36,0.00810263335584092
21,37,0.0072023407607475385
21,38,0.005176682421787429
21,39,0.004726536124240721
21,40,0.003151024082827297
21,41,0.0038262435291473436
21,42,0.005176682421787429
21,43,0.00225073148773391
21,44,0.0063020481656541555
21,45,0.0024758046365072604
21,46,0.0015755120414138713
21,47,0.006527121314427494
21,48,0.0018005851901872175
21,49,0.004951609273014063
22,-1,0.0
22,4,0.039202945635693806
22,5,0.0643274853801161
22,6,0.03660385531730527
22,7,0.05328135152696493
22,8,0.047216807450725075
22,9,0.04959930690924784
22,10,0.05284816980723352
22,11,0.05198180636777064
22,12,0.055880441845353415
22,13,0.05479748754602492
22,14,0.04570067143166509
22,15,0.06670998483863887
22,16,0.05479748754602492
22,17,0.05479748754602489
22,18,0.04764998917045646
22,19,0.05241498808750205
22,20,0.05631362356508483
22,21,0.009313406974225953
22,22,0.003465453757851786
22,23,0.005631362356508874
22,24,0.004115226337448921
22,25,0.0019493177387918293
22,26,0.006930907515703144
22,27,0.0
22,28,0.002599090318388953
22,29,0.005631362356508874
22,30,0.008663634394628804
22,31,0.0015161360190604114
22,32,0.004764998917046045
22,33,0.003898635477583214
22,34,0.003465453757851784
22,35,0.0023824994585232434
22,36,0.00043318171973186247
22,37,0.004548408057180339
22,38,0.004764998917046048
22,39,0.0015161360190604114
22,40,0.00021659085986615274
22,41,0.004764998917046048
22,42,0.006714316655837449
22,43,0.004331817197314634
22,44,0.001516136019060412
22,45,0.0030322720381203714
22,46,0.008447043534763086
22,47,0.00021659085986615274
22,48,0.006281134936105998
22,49,0.004764998917046045
23,-1,0.0
23,4,0.04337242752821377
23,5,0.04337242752821377
23,6,0.05067492808143331
23,7,0.04514273069263065
23,8,0.0663863686656331
23,9,0.039389245408275805
23,10,0.052002655454746055
23,11,0.0466917459614954
23,12,0.041823412259349026
23,13,0.05001106439477706
23,14,0.057977428634652974
23,15,0.04735560964815173
23,16,0.05908386811241349
23,17,0.033193184332816775
23,18,0.049125912812568596
23,19,0.041823412259349005
23,20,0.057977428634652974
23,21,0.0489046249170165
23,22,0.0011064394777609875
23,23,0.004868333702146834
23,24,0.004647045806594727
23,25,0.0066386368665636965
23,26,0.008187652135428465
23,27,0.0035406063288341847
23,28,0.005532197388803161
23,29,0.00199159105996942
23,30,0.003983182119938405
23,31,0.0037618942243862964
23,32,0.00420447001549051
23,33,0.0
23,34,0.0013277273733130978
23,35,0.00575348528435528
23,36,0.0028767426421778554
23,37,0.0073025005532200435
23,38,0.009957955299845353
23,39,0.005310909493251059
23,40,0.005974773179907391
23,41,0.0017703031644173187
23,42,0.0026554547466257523
23,43,0.003098030537729972
23,44,0.009294091613189025
23,45,0.0017703031644173187
23,46,0.007081212657667918
23,47,0.006859924762115813
23,48,0.002655454746625751
23,49,0.0035406063288341847
24,-1,0.0
24,4,0.03516388105057489
24,5,0.059040590405903245
24,6,0.055133492511395
24,7,0.05556761449967374
24,8,0.060560017364878725
24,9,0.054265248534837586
24,10,0.042761015845452194
24,11,0.06012589537660002
24,12,0.03798567397438647
24,13,0.04688517473409981
24,14,0.03928803993922259
24,15,0.04645105274582109
24,16,0.050792272628608054
24,17,0.05817234642934591
24,18,0.0460169307575424
24,19,0.04471456479270627
24,20,0.04341219882787023
24,21,0.04362925982200952
24,22,0.003038853917951332
24,23,0.005426524853484159
24,24,0.0023876709355332825
24,25,0.0026047319296726235
24,26,0.00803125678315634
24,27,0.004124158888648063
24,28,0.0008682439765578377
24,29,0.0032559149120906716
24,30,0.0008682439765578382
24,31,0.0032559149120906716
24,32,0.006728890818320255
24,33,0.0019535489472545854
24,34,0.0013023659648365403
24,35,0.0028217929238119827
24,36,0.004775341871066112
24,37,0.005426524853484159
24,38,0.002604731929672625
24,39,0.008031256783156337
24,40,0.005426524853484162
24,41,0.007597134794877651
24,42,0.00824831777729569
24,43,0.009550683742131773
24,44,0.006294768830041566
24,45,0.003690036900369379
24,46,0.0006511829824184905
24,47,0.002604731929672625
24,48,0.00499240286520547
24,49,0.0034729759062300195
25,-1,0.0
25,4,0.04120707596253862
25,5,0.03163371488033275
25,6,0.052653485952132505
25,7,0.03995837669094653
25,8,0.07117585848074819
25,9,0.049115504682621616
25,10,0.06368366285119577
25,11,0.04828303850156032
25,12,0.052445369406867184
25,13,0.03433922996878226
25,14,0.05140478668054047
25,15,0.03975026014568117
25,16,0.03808532778355846
25,17,0.03995837669094651
25,18,0.06118626430801161
25,19,0.04640998959417219
25,20,0.05556711758584738
25,21,0.045993756503641514
25,22,0.04162330905306932
25,23,0.0006243496357964766
25,24,0.006035379812695434
25,25,0.007492195629552845
25,26,0.00124869927159251
25,27,0.00437044745057268
25,28,0.0024973985431845707
25,29,0.0027055150884499187
25,30,0.00395421436004198
25,31,0.0031217481789806052
25,32,0.003954214360041978
25,33,0.0022892819979192327
25,34,0.0004162330905311321
25,35,0.00437044745057268
25,36,0.0035379812695112934
25,37,0.002289281997919232
25,38,0.00270551508844992
25,39,0.0027055150884499187
25,40,0.0041623309053073305
25,41,0.0041623309053073305
25,42,0.0002081165452657883
25,43,0.0012486992715925094
25,44,0.0041623309053073305
25,45,0.0041623309053073305
25,46,0.005827263267430091
25,47,0.003746097814776638
25,48,0.0058272632674300886
25,49,0.007700312174818178
26,-1,0.0
26,4,0.04932834177493886
26,5,0.05197093151288204
26,6,0.04888791015194834
26,7,0.04976877339792939
26,8,0.03545474565073747
26,9,0.04888791015194834
26,10,0.04250165161858582
26,11,0.03435366659326117
26,12,0.04624532041400524
26,13,0.04910812596344364
26,14,0.04954855758643417
26,15,0.045364457168024196
26,16,0.04294208324157634
26,17,0.04866769434045307
26,18,0.030389781986346454
26,19,0.04690596784849099
26,20,0.06033913234970196
26,21,0.04228143580709053
26,22,0.050209205020919995
26,23,0.005725611098877226
26,24,0.0
26,25,0.0037436687954198766
26,26,0.0013212948689720113
26,27,0.008808632459810894
26,28,0.0028628055494388334
26,29,0.0013212948689720109
26,30,0.008147985025325091
26,31,0.0028628055494388334
26,32,0.0022021581149530563
26,33,0.006826690156353544
26,34,0.004184100418410403
26,35,0.0017617264919625349
26,36,0.003083021360934097
26,37,0.011010790574763476
26,38,0.008588416648315606
26,39,0.003083021360934097
26,40,0.0037436687954198783
26,41,0.005064963664391445
