event15  attr1,event15  attr0,probability
0,-1,0.0
0,0,0.48275862068964454
0,1,0.0009655172413795101
0,2,0.006758620689655251
0,3,0.003862068965517375
0,4,0.008275862068965566
0,5,0.006344827586206972
0,6,0.007448275862069014
0,7,0.004137931034482886
0,8,0.006758620689655251
0,9,0.0048275862068966665
0,10,0.008275862068965566
0,11,0.005103448275862179
0,12,0.004689655172413911
0,13,0.006758620689655251
0,14,0.0005517241379312447
0,15,0.006206896551724215
0,16,0.004551724137931156
0,17,0.004551724137931156
0,18,0.008000000000000042
0,19,0.004689655172413911
0,20,0.006896551724138006
0,21,0.006344827586206972
0,22,0.0048275862068966665
0,23,0.009517241379310357
0,24,0.0044137931034483975
0,25,0.010482758620689632
0,26,0.0027586206896553335
0,27,0.005379310344827687
0,28,0.004275862068965643
0,29,0.0027586206896553335
0,30,0.006344827586206972
0,31,0.007724137931034542
0,32,0.003724137931034625
0,33,0.006896551724138006
0,34,0.005931034482758712
0,35,0.004965517241379421
0,36,0.003172413793103602
0,37,0.0030344827586208474
0,38,0.006344827586206972
0,39,0.004551724137931156
0,40,0.0070344827586207625
0,41,0.007310344827586262
0,42,0.006068965517241461
0,43,0.01103448275862067
0,44,0.003172413793103602
0,45,0.0023448275862070662
0,46,0.003724137931034625
0,47,0.005379310344827687
0,48,0.0019310344827588018
0,49,0.003172413793103602
0,50,0.0022068965517243132
0,51,0.0022068965517243132
0,52,0.007448275862069014
0,53,0.0017931034482760449
0,54,0.005793103448275947
0,55,0.007862068965517287
0,56,0.003172413793103602
0,57,0.005103448275862179
0,58,0.006482758620689731
0,59,0.003172413793103602
0,60,0.005379310344827687
0,61,0.005931034482758712
0,62,0.006068965517241461
0,63,0.007724137931034542
0,64,0.006482758620689731
0,65,0.002482758620689821
0,66,0.0035862068965518677
0,67,0.0033103448275863564
0,68,0.006896551724138006
0,69,0.00662068965517248
0,70,0.007586206896551778
0,71,0.005931034482758712
0,72,0.0044137931034483975
0,73,0.003448275862069108
0,74,0.006206896551724215
0,75,0.005103448275862179
0,76,0.0022068965517243132
0,77,0.004965517241379421
0,78,0.008275862068965566
0,79,0.005379310344827687
0,80,0.0030344827586208474
0,81,0.004275862068965643
0,82,0.005931034482758712
0,83,0.003172413793103602
0,84,0.005517241379310445
0,85,0.005517241379310445
0,86,0.004551724137931156
0,87,0.005793103448275947
0,88,0.003172413793103602
0,89,0.0022068965517243132
0,90,0.004551724137931156
0,91,0.0035862068965518677
0,92,0.0033103448275863564
0,93,0.003862068965517375
0,94,0.008000000000000042
0,95,0.011724137931034433
0,96,0.005103448275862179
0,97,0.006896551724138006
0,98,0.0052413793103449355
0,99,0.004275862068965643
1,-1,0.0
